status_id,target_handle,tweet_url,form_engagement
768996120022384640,mekosoff,https://twitter.com/mekosoff/status/768996120022384640,"Hey! My name is Sam from Bring a Towel. I saw you tweeting about bar in New York City! we're compiling a list of places to visit in the city. would you be interested in contributing?"
768988710046142464,grant_langston,https://twitter.com/grant_langston/status/768988710046142464,"Hey! My name is Sam from Bring a Towel. I saw you tweeting about bar in New York City! we're compiling a list of places to visit in the city. would you be interested in contributing?"
768974029516574728,TheAustralianNY,https://twitter.com/TheAustralianNY/status/768974029516574728,"Hey! My name is Sam from Bring a Towel. I saw you tweeting about bar in New York City! we're compiling a list of places to visit in the city. would you be interested in contributing?"
768963144861511680,pixelbistro,https://twitter.com/pixelbistro/status/768963144861511680,"Hey! My name is Sam from Bring a Towel. I saw you tweeting about bar in New York City! we're compiling a list of places to visit in the city. would you be interested in contributing?"
768961911757021185,RallyNYC,https://twitter.com/RallyNYC/status/768961911757021185,"Hey! My name is Sam from Bring a Towel. I saw you tweeting about bar in New York City! we're compiling a list of places to visit in the city. would you be interested in contributing?"
